Entrance Description,Routes,Entrance Latitude,Entrance Longitude
Fresh Pond Rd - 62nd St & 67th Ave (SE),M,40.706115,-73.895559
Knickerbocker Av - Myrtle Ave & Greene Ave (NW),M,40.698717,-73.918655
Knickerbocker Av - Myrtle Ave & Greene Ave (SE),M,40.698913,-73.918771
Metropolitan Av - 69th St & Metropolitan Ave (SW),M,40.712082,-73.88954
Seneca Av - Myrtle Ave & Seneca Ave (NE),M,40.70278,-73.907515
Seneca Av - Myrtle Ave & Seneca Ave (SW),M,40.702835,-73.907894
Bowery - Bowery & Delancey St (SE),"J,Z",40.719977,-73.993576
Bowery - Bowery & Delencey St (NE),"J,Z",40.720291,-73.993411
Broad St - Broad St & Exchange Pl (SE),"J,Z",40.705961,-74.011229
Broad St - Broad St & Exchange Pl (SE),"J,Z",40.706142,-74.011128
Broad St - Broad St & Exchange Pl (SW),"J,Z",40.706001,-74.011497
Broad St - Broad St & Exchange Pl (NW),"J,Z",40.706439,-74.011263
Broad St - Broad St & Exchange Pl (SW),"J,Z",40.705747,-74.011554
Broad St - Nassau St & Cedar St (SE),"J,Z",40.708027,-74.009814
Broad St - Broad St & Wall St (SE),"J,Z",40.706911,-74.010494
Broad St - Broad St & Wall St (SW),"J,Z",40.707117,-74.010821
Broad St - Broad St & Wall St (SE),"J,Z",40.706887,-74.010687
Canal St - Centre St & Canal St (SW),"J,N,Q,R,Z,6",40.717823,-74.000326
Chambers St - Centre St & Chambers St (SE),"J,Z,4,5,6",40.712699,-74.004099
Chambers St - Lafayette St & Duane St (NE),"J,Z,4,5,6",40.714199,-74.003187
Essex St - Norfolk St & Delancey St (NE),"F,J,M,Z",40.71841,-73.987181
Essex St - Norfolk St & Delancey St (NW),"F,J,M,Z",40.718551,-73.98765
Fulton St - John St & Nassau St (NE),"A,C,J,Z,2,3,4,5.0",40.709507,-74.008295
Fulton St - Fulton St & Nassau St (NE),"A,C,J,Z,2,3,4,5.0",40.710211,-74.007584
Fulton St - Fulton St & Nassau St (SW),"A,C,J,Z,2,3,4,5.0",40.710241,-74.008022
Fulton St - Fulton St & Nassau St (SE),"A,C,J,Z,2,3,4,5.0",40.710106,-74.007648
Fulton St - John St & Nassau St (SE),"A,C,J,Z,2,3,4,5.0",40.709376,-74.008375
Fulton St - Fulton St & Nassau St (NW),"A,C,J,Z,2,3,4,5.0",40.710388,-74.007935
18th Av - 17th Ave & 64th St (NE),N,40.621306,-73.991469
18th Av - 18th Ave & 64th St (NW),N,40.620062,-73.98941
20th Av - 20th Ave & 64th St (NE),N,40.617341,-73.98484
86th St - 8th St & 86th St (SE),N,40.592724,-73.978227
8th Av - 8th Ave & 62nd St (NW),N,40.634552,-74.010726
Av U - 8th St & Avenue U (NE),N,40.596459,-73.978943
Av U - 8th St & Avenue T (SE),N,40.598512,-73.979335
Bay Parkway-22nd Av - Bay Pkwy & 66th St (SE),N,40.612989,-73.982084
Bay Parkway-22nd Av - 8th St & Avenue O (NE),N,40.610572,-73.981613
Fort Hamilton Parkway - Fort Hamilton Pkwy & 62nd St (NE),N,40.632179,-74.006658
Fort Hamilton Parkway - 11th Ave & 62nd St (NW),N,40.630609,-74.004067
Kings Highway - 7th St & Highlawn Ave (SW),N,40.603212,-73.980199
Kings Highway - 7th St & Kings Hwy (NW),N,40.605107,-73.980578
New Utrecht Av - New Utrecht Ave & 62nd St (SE),"D,N",40.625606,-73.99683
New Utrecht Av - 63rd St & 15th Ave (SE),"D,N",40.624246,-73.995962
18th Av - 18th Ave & 85th St (NE),D,40.607897,-74.001628
18th Av - 18th Ave & 85th St (SE),D,40.607602,-74.001491
18th Av - 18th Ave & 85th St (SE),D,40.607723,-74.001894
20th Av - 20th Ave & 86th St (SW),D,40.604631,-73.998498
20th Av - 20th Ave & 86th St (SE),D,40.604439,-73.998164
20th Av - 20th Ave & 86th St (NE),D,40.604587,-73.998007
20th Av - 20th Ave & 86th St (NW),D,40.604789,-73.998349
25th Av - 25th Ave & 86th St (SW),D,40.597952,-73.987442
25th Av - 25th Ave & 86th St (NE),D,40.597889,-73.986958
25th Av - 25th Ave & 86th St (NW),D,40.5981,-73.987279
25th Av - 25th Ave & 86th St (SE),D,40.597751,-73.987112
50th St - New Utrecht Ave & 50th St (NE),D,40.636139,-73.994702
50th St - New Utrecht Ave & 49th St (SW),D,40.636415,-73.994879
50th St - New Utrecht Ave & 49th St (SE),D,40.636405,-73.994673
50th St - New Utrecht Ave & 50th St (NW),D,40.636133,-73.994915
55th St - New Utrecht Ave & 55th St (SE),D,40.631389,-73.995262
55th St - New Utrecht Ave & 55th St (NE),D,40.631709,-73.995283
55th St - New Utrecht Ave & 55th St (SW),D,40.631538,-73.995643
62nd St - 14th Ave & 61st St (NW),"D,N",40.627367,-73.996729
62nd St - 14th Ave & 61st St (NE),"D,N",40.627299,-73.996465
62nd St - 14th Ave & 61st St (NW),"D,N",40.62711,-73.99687
71st St - New Utrecht Ave & 71st St (SW),D,40.618834,-73.999195
71st St - New Utrecht Ave & 71st St (NW),D,40.619133,-73.99924
71st St - New Utrecht Ave & 71st St (SE),D,40.61877,-73.998995
71st St - New Utrecht Ave & 71st St (NE),D,40.618889,-73.998832
71st St - New Utrecht Ave & Bay Ridge Ave (SE),D,40.62036,-73.99855
71st St - New Utrecht Ave & Bay Ridge Ave (SW),D,40.620379,-73.998764
79th St - New Utrecht Ave & 77th St (NW),D,40.614054,-74.000585
79th St - New Utrecht Ave & 77th St (NE),D,40.614018,-74.000378
79th St - New Utrecht Ave & 79th St (NE),D,40.612847,-74.000721
79th St - New Utrecht Ave & 79th St (NW),D,40.612855,-74.000892
9th Av - 9th Ave & New Utrecht Ave (NE),D,40.646337,-73.994489
Bay 50th St - Stillwell Ave & Bay 50th St (SE),D,40.588348,-73.983543
Bay 50th St - Stillwell Ave & Bay 50th St (SE),D,40.588066,-73.983498
Bay 50th St - Stillwell Ave & Bay 50th St (SW),D,40.588022,-73.983735
Bay 50th St - Stillwell Ave & Bay 50th St (SW),D,40.588305,-73.983791
Bay Parkway - Bay Pkwy & 86th St (NW),D,40.60215,-73.993948
Bay Parkway - Bay Pkwy & 86th St (SW),D,40.601993,-73.99413
Bay Parkway - Bay Pkwy & 86th St (NE),D,40.601898,-73.993538
Bay Parkway - Bay Pkwy & 86th St (SE),D,40.601726,-73.993696
Fort Hamilton Parkway - New Utrecht Ave & 44th St (NE),D,40.641379,-73.994188
Fort Hamilton Parkway - New Utrecht Ave & 44th St (NW),D,40.64136,-73.994411
Fort Hamilton Parkway - New Utrecht Ave & 45th St (NE),D,40.64018,-73.99422
Fort Hamilton Parkway - New Utrecht Ave & 45th St (NW),D,40.640185,-73.994423
21st St - 21st St & 41st Ave (NW),F,40.754322,-73.942374
21st St - 21st St & 41st Ave (NE),F,40.754255,-73.941935
21st St - 21st St & 41st Ave (NE),F,40.754069,-73.942132
21st St - 21st St & 41st Ave (NW),F,40.754195,-73.942521
21st St - 21st St & 41st Ave (NW),F,40.754131,-73.942491
Lexington Av - Lexington Ave & 63rd St (NW),F,40.764866,-73.966422
Lexington Av - Lexington Ave & 63rd St (SW),F,40.764721,-73.966552
Lexington Av - Lexington Ave & 63rd St (NW),F,40.764881,-73.966411
Lexington Av - Lexington Ave & 63rd St (NW),F,40.764874,-73.966431
Lexington Av - Lexington Ave & 63rd St (NW),F,40.764884,-73.966514
Roosevelt Island - West Rd & Unnamed St (SE),F,40.759016,-73.953505
14th St - 6th Ave & 14th St (NE),"F,L,M,1,2,3",40.737316,-73.996508
14th St - 6th Ave & 14th St (NE),"F,L,M,1,2,3",40.737286,-73.996437
14th St - 6th Ave & 16th St (SW),"F,L,M,1,2,3",40.738718,-73.996121
14th St - 6th Ave & 16th St (NW),"F,L,M,1,2,3",40.738838,-73.996023
14th St - 6th Ave & 16th St (SE),"F,L,M,1,2,3",40.738529,-73.995685
14th St - 6th Ave & 16th St (NE),"F,L,M,1,2,3",40.738678,-73.995632
14th St - 6th Ave & 14th St (SW),"F,L,M,1,2,3",40.73737,-73.997079
14th St - 6th Ave & 14th St (NW),"F,L,M,1,2,3",40.737519,-73.99697
14th St - 6th Ave & 14th St (NW),"F,L,M,1,2,3",40.737572,-73.997111
14th St - 6th Ave & 14th St (SW),"F,L,M,1,2,3",40.737423,-73.99722
23rd St - 6th Ave & 23rd St (SE),"F,M",40.742715,-73.992617
23rd St - 6th Ave & 23rd St (SW),"F,M",40.742922,-73.993066
23rd St - 6th Ave & 23rd St (SW),"F,M",40.742977,-73.993188
23rd St - 6th Ave & 23rd St (NW),"F,M",40.743066,-73.992971
23rd St - 6th Ave & 23rd St (NW),"F,M",40.743121,-73.993099
23rd St - 6th Ave & 23rd St (NE),"F,M",40.742825,-73.992383
23rd St - 6th Ave & 23rd St (NE),"F,M",40.74288,-73.992506
23rd St - 6th Ave & 23rd St (SE),"F,M",40.742659,-73.992489
2nd Av - 2nd Ave & Houston St (NW),F,40.72395,-73.991298
2nd Av - Chrystie St & Houston St (SW),F,40.723665,-73.991651
2nd Av - Allen St & Houston St (SW),F,40.722807,-73.988942
2nd Av - 1st Ave & Houston St (NW),F,40.7232,-73.988863
34th St - 6th Ave & 32nd St (NW),"B,D,F,M,N,Q,R",40.748746,-73.988774
34th St - 6th Ave & 33rd St (SW),"B,D,F,M,N,Q,R",40.74895,-73.988623
34th St - Broadway & 34th St (SW),"B,D,F,M,N,Q,R",40.749845,-73.988254
34th St - Broadway & 34th St (NW),"B,D,F,M,N,Q,R",40.750088,-73.988142
34th St - Broadway & 35th St (SW),"B,D,F,M,N,Q,R",40.750674,-73.988031
34th St - 6th Ave & 35th St (SE),"B,D,F,M,N,Q,R",40.750271,-73.987066
34th St - Broadway & 35th St (NW),"B,D,F,M,N,Q,R",40.75088,-73.988096
34th St - 6th Ave & 35th St (NW),"B,D,F,M,N,Q,R",40.750647,-73.987346
34th St -  &  (),"B,D,F,M,N,Q,R",40.749615,-73.988159
34th St - 6th Ave & 35th St (NE),"B,D,F,M,N,Q,R",40.750404,-73.986989
42nd St - 6th Ave & 40th St (NE),"B,D,F,M,7",40.753546,-73.984779
42nd St - 6th Ave & 40th St (NW),"B,D,F,M,7",40.753709,-73.985084
42nd St - 6th Ave & 42nd St (SE),"B,D,F,M,7",40.754609,-73.983894
42nd St - 6th Ave & 42nd St (SW),"B,D,F,M,7",40.754849,-73.984627
42nd St - 6th Ave & 42nd St (NW),"B,D,F,M,7",40.755008,-73.984249
42nd St - 6th Ave & 42nd St (NE),"B,D,F,M,7",40.754832,-73.983657
42nd St - 6th Ave & 40th St (SW),"B,D,F,M,7",40.753473,-73.985259
42nd St - 6th Ave & 40th St (SE),"B,D,F,M,7",40.753408,-73.984892
42nd St - 6th Ave & 42nd St (NW),"B,D,F,M,7",40.755333,-73.983934
47-50th Sts Rockefeller Center - 6th Ave & 49th St (NW),"B,D,F,M",40.759414,-73.981035
47-50th Sts Rockefeller Center - 6th Ave & 48th St (NE),"B,D,F,M",40.758615,-73.981095
47-50th Sts Rockefeller Center - 6th Ave & 48th St (SE),"B,D,F,M",40.758486,-73.981158
47-50th Sts Rockefeller Center - 6th Ave & 47th St (SE),"B,D,F,M",40.757862,-73.981735
47-50th Sts Rockefeller Center - 6th Ave & 47th St (NE),"B,D,F,M",40.757981,-73.98154
47-50th Sts Rockefeller Center - 6th Ave & 47th St (SW),"B,D,F,M",40.758024,-73.982079
47-50th Sts Rockefeller Center - 6th Ave & 47th St (SE),"B,D,F,M",40.757801,-73.981788
47-50th Sts Rockefeller Center - 6th Ave & 48-49th Sts (W),"B,D,F,M",40.759105,-73.981252
47-50th Sts Rockefeller Center - 6th Ave & 48-49th Sts (W),"B,D,F,M",40.758977,-73.981352
47-50th Sts Rockefeller Center - 6th Ave & 48th St (SW),"B,D,F,M",40.758623,-73.981566
47-50th Sts Rockefeller Center - 6th Ave & 49th St (SE),"B,D,F,M,7",40.758996,-73.980788
47-50th Sts Rockefeller Center - 6th Ave & 49th St (NE),"B,D,F,M",40.759301,-73.980594
47-50th Sts Rockefeller Center - 6th Ave & 50th St (NW),"B,D,F,M",40.760125,-73.980499
47-50th Sts Rockefeller Center - 6th Ave & 50th St (NE),"B,D,F,M",40.759953,-73.980117
47-50th Sts Rockefeller Center - 6th Ave & 51st St (SW),"B,D,F,M",40.760502,-73.980218
47-50th Sts Rockefeller Center - 6th Ave & 50th St (SW),"B,D,F,M",40.759896,-73.980706
47-50th Sts Rockefeller Center - 6th Ave & 49th St (NW),"B,D,F,M",40.759434,-73.981001
4th Av - 4th Ave & 10th St (NW),F,40.67001,-73.989248
4th Av - 4th Ave & 10th St (NW),F,40.669953,-73.989442
57th St - 6th Ave & 57th St (NE),F,40.764564,-73.97683
57th St - 6th Ave & 57th St (NW),F,40.764652,-73.977119
57th St - 6th Ave & 57th St (SE),F,40.763998,-73.977264
57th St - 6th Ave & 57th St (SW),F,40.764227,-73.97743
57th St - 6th Ave & 56th St (NE),F,40.763874,-73.977358
57th St - 6th Ave & 56th St (SE),F,40.763392,-73.977674
57th St - 6th Ave & 56th St (SW),F,40.763482,-73.977974
57th St - 6th Ave & 56th St (NW),F,40.763831,-73.977718
7th Av - 7th Ave & 9th St (SE),F,40.666649,-73.981624
7th Av - 8th Ave & 9th St (NW),F,40.665993,-73.979181
7th Av - 8th Ave & 9th St (SW),F,40.665593,-73.979509
7th Av - 8th Ave & 9th St (SE),F,40.665494,-73.979278
7th Av - 8th Ave & 9th St (NE),F,40.665835,-73.979007
7th Av - 7th Ave & 9th St (NW),F,40.667112,-73.981716
7th Av - 7th Ave & 9th St (SW),F,40.666751,-73.981851
7th Av - 7th Ave & 9th St (NE),F,40.667004,-73.981331
Bergen St - Smith St & Warren St (NE),"F,G",40.685445,-73.991131
Bergen St - Smith St & Bergen St (NW),"F,G",40.686868,-73.990526
Bergen St - Smith St & Bergen St (SW),"F,G",40.686708,-73.990629
Bergen St - Smith St & Bergen St (NE),"F,G",40.686727,-73.990269
Bergen St - Smith St & Bergen St (SE),"F,G",40.686584,-73.990362
Bergen St - Smith St & Warren St (NW),"F,G",40.685579,-73.991465
Broadway-Lafayette St - Crosby St & Houston St (NE),"B,D,F,M,6",40.725344,-73.995612
Broadway-Lafayette St - Crosby St & Houston St (SE),"B,D,F,M,6",40.725011,-73.995745
Broadway-Lafayette St - Lafayette St & Houston St (SW),"B,D,F,M,6",40.724987,-73.995628
Broadway-Lafayette St - Broadway & Houston St (SE),"B,D,F,M,6",40.725499,-73.996387
Broadway-Lafayette St - Broadway & Houston St (NE),"B,D,F,M,6",40.725202,-73.996583
Carroll St - Smith St & President St (NE),"F,G",40.680944,-73.994247
Carroll St - Smith St & 2nd St (NW),"F,G",40.679299,-73.995698
Carroll St - Smith St & 2nd St (SE),"F,G",40.679344,-73.995288
Carroll St - Smith St & President St (SE),"F,G",40.680806,-73.99435
Carroll St - Smith St & President St (NW),"F,G",40.681115,-73.994434
Church Av - McDonald Ave & Albemarle Rd (SW),F,40.644908,-73.980019
Church Av - McDonald Ave & Albemarle Rd (SE),F,40.645042,-73.979573
Church Av - McDonald Ave & Church Ave (NW),F,40.643006,-73.97966
Church Av - McDonald Ave & Church Ave (SW),F,40.642571,-73.979579
Church Av - McDonald Ave & Church Ave (NE),F,40.643147,-73.979342
Church Av - McDonald Ave & Church Ave (SE),F,40.642692,-73.97926
Delancey St - Essex St & Delancey St (NW),"F,J,M,Z",40.718781,-73.988233
Delancey St - Essex St & Delancey St (SE),"F,J,M,Z",40.718207,-73.988273
Delancey St - Essex St & Delancey St (SW),"F,J,M,Z",40.718372,-73.988445
Delancey St - Essex St & Delancey St (NE),"F,J,M,Z",40.718778,-73.987961
East Broadway - Essex St & Canal St (NE),F,40.714404,-73.989918
East Broadway - Rutgers St & Broadway (NW),F,40.714194,-73.990352
East Broadway - Rutgers St & Broadway (SE),F,40.713906,-73.990014
East Broadway - Rutgers St & Madison Ave (NW),F,40.712727,-73.990126
Fort Hamilton Parkway - Prospect Ave & Reeve Pl (SE),F,40.652665,-73.975901
Fort Hamilton Parkway - Prospect Ave & Greenwood Ave (NW),F,40.651608,-73.975596
Fort Hamilton Parkway - Prospect Ave & Greenwood Ave (NE),F,40.651834,-73.976076
Fort Hamilton Parkway - Prospect Expwy & Fort Hamilton Pkwy (NW),F,40.649854,-73.975815
Grand St - Chrystie St & Grand St (NE),"B,D",40.718191,-73.993577
Grand St - Chrystie St & Grand St (NE),"B,D",40.718155,-73.993452
Grand St - Chrystie St & Grand St (NW),"B,D",40.718265,-73.993877
Prospect Park-15 St - Howard Pl & Windsor Pl (NE),F,40.659436,-73.979951
Prospect Park-15 St - Prospect Park West & 14th St (SW),F,40.6614,-73.979762
Prospect Park-15 St - Prospect Park West & 14th St (SE),F,40.661287,-73.979395
Prospect Park-15 St - Prospect Park West & Prospect Park Southwest (NE),F,40.660763,-73.978992
Prospect Park-15 St - Prospect Park West & Prospect Park Southwest (SE),F,40.660705,-73.979522
Prospect Park-15 St - Prospect Park West & 16th St (NE),F,40.660198,-73.979787
Smith-9th St - Smith St & 9th St (NE),"F,G,R",40.674725,-73.997505
York St - Jay St & York St (SW),F,40.70138,-73.986655
103rd St - Central Park West & 103rd St (NW),"B,C",40.796263,-73.96161
116th St - Frederick Douglass Blvd & 116th St (SE),"B,C",40.804172,-73.955131
116th St - Frederick Douglass Blvd & 116th St (SW),"B,C",40.804312,-73.955643
116th St - Frederick Douglass Blvd & 116th St (NW),"B,C",40.804639,-73.955559
116th St - Frederick Douglass Blvd & 116th St (NE),"B,C",40.804428,-73.955024
125th St - Saint Nicholas Ave & 125th St (NW),"A,B,C,D",40.811007,-73.952615
125th St - Saint Nicholas Ave & 127th St (SW),"A,B,C,D",40.81199,-73.951745
125th St - Saint Nicholas Ave & 127th St (SE),"A,B,C,D",40.811858,-73.951351
125th St - Saint Nicholas Ave & 125th St (SW),"A,B,C,D",40.810636,-73.952886
125th St - Saint Nicholas Ave & 125th St (NE),"A,B,C,D",40.810879,-73.952318
125th St - Saint Nicholas Ave & 125th St (SE),"A,B,C,D",40.810526,-73.952583
135th St - Edgecombe Ave & 135th St (NE),"B,C",40.817188,-73.947665
135th St - Saint Nicholas Ave & 137th St (SE),"B,C",40.818354,-73.947213
135th St - Saint Nicholas Ave & 137th St (SW),"B,C",40.818558,-73.947543
135th St - Saint Nicholas Ave & 135th St (SW),"B,C",40.817125,-73.948225
135th St - Saint Nicholas Ave & 135th St (SE),"B,C",40.816867,-73.947953
135th St - Saint Nicholas Ave & 135th St (SW),"B,C",40.816892,-73.947818
145th St - Saint Nicholas Ave & 147th St (NW),"A,B,C,D",40.825622,-73.943796
145th St - Saint Nicholas Ave & 145th St (SE),"A,B,C,D",40.823791,-73.944726
145th St - Saint Nicholas Ave & 145th St (SW),"A,B,C,D",40.823915,-73.945027
145th St - Saint Nicholas Ave & 145th St (NW),"A,B,C,D",40.824244,-73.944931
145th St - Saint Nicholas Ave & 145th St (NE),"A,B,C,D",40.824028,-73.944409
145th St - Saint Nicholas Ave & 147th St (NE),"A,B,C,D",40.825581,-73.943444
14th St - 8th Ave & 16th St (SW),"A,C,E,L",40.740938,-74.001919
14th St - 8th Ave & 16th St (NW),"A,C,E,L",40.741235,-74.001715
14th St - 8th Ave & 16th St (SE),"A,C,E,L",40.740944,-74.001402
14th St - 8th Ave & 16th St (NE),"A,C,E,L",40.741046,-74.001284
14th St - 8th Ave & 14th St (NW),"A,C,E,L",40.739949,-74.002655
14th St - 8th Ave & 15th St (NE),"A,C,E,L",40.74041,-74.00175
14th St - 8th Ave & 15th St (NW),"A,C,E,L",40.740598,-74.002185
14th St - 8th Ave & 14th St (NE),"A,C,E,L",40.739776,-74.002256
155th St - Saint Nicholas Ave & 155th St (NW),C,40.831106,-73.94155
155th St - Saint Nicholas Ave & 155th St (NE),C,40.831031,-73.941149
155th St - Saint Nicholas Ave & 155th St (NE),C,40.830921,-73.9411
155th St - Saint Nicholas Ave & 155th St (SW),C,40.830744,-73.941597
155th St - Saint Nicholas Ave & 155th St (SW),C,40.830854,-73.941638
155th St - Saint Nicholas Ave & 155th St (NW),C,40.831139,-73.941447
163rd St - Amsterdam Av - Saint Nicholas Ave & 161st St (NE),C,40.835278,-73.939625
163rd St - Amsterdam Av - Amsterdam Ave & 161st St (SE),C,40.835192,-73.940146
163rd St - Amsterdam Av - Saint Nicholas Ave & 162nd St (SW),C,40.835936,-73.940137
168th St - Washington Heights - Saint Nicholas Ave & 168th St (SE),"A,C",40.840741,-73.939252
168th St - Washington Heights - Saint Nicholas Ave & 169th St (NW),"A,C",40.84186,-73.939569
168th St - Washington Heights - Saint Nicholas Ave & 169th St (NW),"A,C",40.841928,-73.939455
168th St - Washington Heights - Broadway & 169th St (NE),"A,C",40.84176,-73.939067
175th St - Fort Washington Ave & 177th St (NE),A,40.847859,-73.939303
175th St - Fort Washington Ave & 177th St (NW),A,40.847944,-73.939679
175th St - Fort Washington Ave & 177th St (SW),A,40.847809,-73.939807
175th St - Fort Washington Ave & 177th St (NE),A,40.847946,-73.939375
175th St - Fort Washington Ave & 175th St (SE),A,40.846407,-73.939861
175th St - Fort Washington Ave & 175th St (SW),A,40.846352,-73.940287
175th St - Fort Washington Ave & 177th St (NW),A,40.847992,-73.939564
181st St - Fort Washington Ave & 181st St (SE),A,40.850717,-73.938214
181st St - Fort Washington Ave & 181st St (SW),A,40.85087,-73.938537
181st St - Fort Washington Ave & 185th St (SE),A,40.852759,-73.936636
181st St - Fort Washington Ave & 181st St (SE),A,40.850752,-73.93813
181st St - Fort Washington Ave & 181st St (SW),A,40.850778,-73.938472
190th St - Fort Washington Ave & 192nd St (NW),A,40.858899,-73.932702
190th St - Fort Washington Ave & Margaret Corbin Dr (SE),A,40.858886,-73.934226
23rd St - 8th Ave & 23rd St (SW),"C,E",40.745278,-73.998771
23rd St - 8th Ave & 23rd St (NW),"C,E",40.745505,-73.998642
23rd St - 8th Ave & 25th St (NE),"C,E",40.746535,-73.997271
23rd St - 8th Ave & 24th St (SE),"C,E",40.745814,-73.997852
23rd St - 8th Ave & 25th St (SE),"C,E",40.746427,-73.99735
23rd St - 8th Ave & 24th St (NW),"C,E",40.74611,-73.998145
23rd St - 8th Ave & 25th St (NE),"C,E",40.746483,-73.997142
23rd St - 8th Ave & 23rd St (SE),"C,E",40.745102,-73.998365
23rd St - 8th Ave & 23rd St (NE),"C,E",40.745299,-73.998145
23rd St - 8th Ave & 25th St (NW),"C,E",40.746732,-73.997711
23rd St - 8th Ave & 25th St (SW),"C,E",40.746603,-73.997801
34th St - 8th Ave & 35th St (SW),"A,C,E",40.752877,-73.993244
34th St - 8th Ave & 35th St (NE),"A,C,E",40.752796,-73.992669
34th St - 8th Ave & 35th St (SE),"A,C,E",40.752689,-73.992742
34th St - 8th Ave & 34th St (NE),"A,C,E",40.752161,-73.993109
34th St - 8th Ave & 34th St (SE),"A,C,E",40.75202,-73.993352
34th St - 8th Ave & 33rd St (SW),"A,C,E",40.751539,-73.994181
34th St - 8th Ave & 33rd St (SW),"A,C,E",40.751561,-73.994243
34th St - 8th Ave & 33rd St (NW),"A,C,E",40.751677,-73.994107
34th St - 8th Ave & 33rd St (NE),"A,C,E",40.751432,-73.993538
34th St - 8th Ave & 33rd St (SE),"A,C,E",40.751291,-73.993887
34th St - 8th Ave & 34th St (NW),"A,C,E",40.752427,-73.993679
34th St - 8th Ave & 34th St (SW),"A,C,E",40.752178,-73.993701
34th St - 8th Ave & 35th St (NW),"A,C,E",40.753032,-73.993188
34th St - 8th Ave & 35th St (NW),"A,C,E",40.753053,-73.993256
34th St - 8th Ave & 35th St (NE),"A,C,E",40.752766,-73.992596
42nd St - 8th Ave & 42nd St (NW),"A,C,E,N,Q,R,S,1.0,2.0,3.0,7.0",40.757463,-73.989984
42nd St - 8th Ave & 43rd St (SW),"A,C,E,N,Q,R,S,1.0,2.0,3.0,7.0",40.757929,-73.989547
42nd St - 8th Ave & 44th St (NW),"A,C,E,N,Q,R,S,1.0,2.0,3.0,7.0",40.758685,-73.98899
42nd St - 8th Ave & 44th St (SE),"A,C,E,N,Q,R,S,1.0,2.0,3.0,7.0",40.758401,-73.988673
42nd St - 8th Ave & 44th St (SW),"A,C,E,N,Q,R,S,1.0,2.0,3.0,7.0",40.758567,-73.989053
42nd St - 8th Ave & 40th St (NW),"A,C,E,N,Q,R,S,1.0,2.0,3.0,7.0",40.756101,-73.990887
42nd St - 8th Ave & 40th St (SE),"A,C,E,N,Q,R,S,1.0,2.0,3.0,7.0",40.755801,-73.990576
42nd St - 8th Ave & 40th St (SW),"A,C,E,N,Q,R,S,1.0,2.0,3.0,7.0",40.755989,-73.991049
42nd St - 8th Ave & 42nd St (NE),"A,C,E,N,Q,R,S,1.0,2.0,3.0,7.0",40.757286,-73.989582
50th St - 8th Ave & 50th St (SW),"C,E",40.762312,-73.986378
50th St - 8th Ave & 50th St (NW),"C,E",40.762452,-73.986299
50th St - 8th Ave & 49th St (NW),"C,E",40.761968,-73.986662
50th St - 8th Ave & 49th St (SW),"C,E",40.761741,-73.986924
50th St - 8th Ave & 49th St (SW),"C,E",40.761691,-73.986805
50th St - 8th Ave & 50th St (SE),"C,E",40.762085,-73.985829
50th St - 8th Ave & 50th St (NE),"C,E",40.762216,-73.985757
50th St - 8th Ave & 51st St (NE),"C,E",40.7629,-73.985412
59th St - 8th Ave & 58th St (NW),"A,B,C,D,1",40.767643,-73.982563
59th St - 8th Ave & 57th St (NW),"A,B,C,D,1",40.766944,-73.982941
59th St - 8th Ave & 57th St (SE),"A,B,C,D,1",40.766488,-73.982708
59th St - Central Park West & 60th St (West),"A,B,C,D,1",40.768719,-73.981788
59th St - 8th Ave & 58th St (NE),"A,B,C,D,1",40.767367,-73.982137
59th St - 8th Ave & 58th St (NW),"A,B,C,D,1",40.766416,-73.983301
59th St - Central Park West & 60th St (NE),"A,B,C,D,1",40.768649,-73.981184
59th St - 8th Ave & 58th St (NW),"A,B,C,D,1",40.766745,-73.983408
59th St - 8th Ave & 58th St (NW),"A,B,C,D,1",40.767667,-73.982408
59th St - 8th Ave & 58th St (NW),"A,B,C,D,1",40.767677,-73.982526
59th St - 8th Ave & 58th St (NW),"A,B,C,D,1",40.767659,-73.982542
59th St - 8th Ave & 57th St (NE),"A,B,C,D,1",40.766725,-73.982563
72nd St - Central Park West & 72nd St (SW),"B,C",40.776217,-73.976247
72nd St - Central Park West & 70th St (SW),"B,C",40.77494,-73.977144
72nd St - Central Park West & 72nd St (NW),"B,C",40.776431,-73.975977
81st St - Museum of Natural History - Central Park West & 81st St (NW),"B,C",40.782254,-73.971741
81st St - Museum of Natural History - Central Park West & 77th St (NW),"B,C",40.780895,-73.972918
81st St - Museum of Natural History - Central Park West & 81st St (SW),"B,C",40.781976,-73.972027
81st St - Museum of Natural History - Central Park West & 77th St (NW),"B,C",40.780319,-73.973179
86th St - Central Park West & 87th St (NW),"B,C",40.786115,-73.969011
86th St - Central Park West & 88th St (NW),"B,C",40.786769,-73.968448
86th St - Central Park West & 86th St (NW),"B,C",40.78548,-73.969458
86th St - Central Park West & 86th St (SW),"B,C",40.785282,-73.969662
86th St - Central Park West & 86th St (SW),"B,C",40.785195,-73.969596
96th St - Central Park West & 97th St (NW),"B,C",40.792591,-73.964316
96th St - Central Park West & 97th St (SW),"B,C",40.792285,-73.964423
96th St - Central Park West & 96th St (SW),"B,C",40.791642,-73.965009
Broadway-Nassau - Broadway & Fulton St (SE),"A,C,J,Z,2,3,4,5.0",40.710555,-74.008632
Broadway-Nassau - Broadway & Fulton St (NE),"A,C,J,Z,2,3,4,5.0",40.710692,-74.008428
Canal St - 6th Ave & West Broadway (NW),"A,C,E",40.720758,-74.005399
